voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'724',b'Chris Darke',b'critic',b'UK',b'Male',b'4ce2b6a439bc9',b'4ce2b7a39630e',b'4ce2b6ac59a0b',b'1005',b'4ce2b7b9372f0',b'4ce2b6b392e27',b'4ce2b6b30995b',b'4ce2b6b5b13f5',b'4ce2b6a99de5f',b'4ce2b6b9caca4',"b'\xe2\x80\x9cNot the easiest of tasks\xe2\x80\x9d, warned the letter inviting me to contribute to Sight & Sound\xe2\x80\x99s greatest films poll. Which proved right, but not in the way I expected. There was my preliminary longlist of strong contenders that had to be whittled down. Should I include, say, Marker\xe2\x80\x99s La Jet\xc3\xa9e and Sans soleil, thereby at least giving documentary a nod? Necessary ruthlessness prevailed, uneasily. It was just as difficult to dispense altogether with Lang, Ozu, Welles, Bu\xc3\xb1uel\xe2\x80\xa6 the list could go on. But it was an attack of what might be called \xe2\x80\x98canon anxiety\xe2\x80\x99 that confronted me with the responsibility of choice that the task entails. This was provoked by the question of which Antonioni and Godard films to choose. The standard titles would be L\xe2\x80\x99Avventura and A bout de souffle; benchmark works enshrined in previous polls and therefore already canonical. That neither of the above is my favourite film by either director wasn\xe2\x80\x99t why I opted for The Passenger and Histoire(s) du cinema \xe2\x80\x93 the work of these two filmmakers is varied enough to include new canonical contenders. So, the rerelease of The Passenger in the last decade clinched it as regards Antonioni. As for Godard\xe2\x80\x99s Histoire(s), while ostensibly about cinema\xe2\x80\x99s past it is also, in its extraordinary collage of forms, very much about its future. So, a modest contribution to canon reformation, I hope.'"
b'126',b'Sam Davies',b'critic',b'UK',b'Male',b'4ce2b6a439bc9',b'4ce2b6a6e45a7',b'4ce2b6a5551ac',b'4ce2b6ba1935d',b'4ce2b79d587a4',b'4ce2b6a498bd1',b'4ce2b6af8f820',b'4ce2b6b2deaa5',b'4ce2b6bf3bbfd',b'4ce2b6b757144',b''
b'1181',b'Terence Davies',b'Director',b'UK',b'Male',b'4ce2b6ab7c97b',b'4ce2b6abcb1ac',b'4ce2b73453fda',b'4ce2b6aec1d37',b'4ce2b6af8f820',b'4ce2b6b185765',b'4ce2b6b54abdf',b'4ce2b6b6036b6',b'4ce2b6b9d4cce',b'4ce2b6956f901',b''
b'1119',b'Peter Davis',b'Director',b'US',b'Male',b'4ce2b6ae61fec',b'4ce2b6bfd1ebb',b'4ce2b82020179',b'4ce2b6a7a801b',b'4ce2b6a76bf31',b'4ce2b6b61b4e8',b'4ce2b76e98a5c',b'4ce2b6a8dce9c',b'4ce2b77b947f0',b'4ce2b6b9ad9b2',b''
b'169',b'Rhidian Davis',b'programmer',b'UK',b'Male',b'4ce2b6b9450a5',b'4ce2b6a5551ac',b'4ce2b6a776274',b'4ce2b6bb90873',b'4ce2b8379038e',b'4ce2b6a7efa09',b'4ce2b7773fd96',b'4ce2b6b738e6d',b'4ce2b6b9caca4',b'4ce2b6bb09360',"b'I\xe2\x80\x99ve tried to strike a balance between periods and to give great works and great makers their due; to post some films up on the board that may not otherwise be there, and to reinforce the case of key contenders. However, I have been driven more than anything to represent works that for me have pieced together, at different times in my life, cinema\xe2\x80\x99s magic mirror.'"
b'61',b'Thomas Dawson',b'critic',b'UK',b'Male',b'4ce2b6a7a801b',b'4ce2b71208b72',b'4ce2b6ab6f1c7',b'4ce2b6b9d14d8',b'4ce2b6b02dc27',b'4ce2b6b143f57',b'4ce2b6b2c5f5a',b'4ce2b6b30995b',b'4ce2b6b8908e4',b'4ce2b6b9caca4',b''
b'1152',b'Rolf de Heer',b'Director',b'Australia',b'Male',b'4ce2b6b1c40de',b'4ce2b69562aa2',b'4ce2b6a8ac25c',b'4ce2b7be8becc',b'4ce2b6ab6f1c7',b'4ce2b6b218cee',b'4ce2b6b5005bc',b'4ce2b6b62c106',b'4ce2b6be91701',b'4ce2b6c01bcfe',b''
b'608',b'Flavia de la Fuente',b'critic',b'Argentina',b'Female',b'4ce2b8b5eb906',b'4ce2b85587159',b'4ce2b6abe00df',b'4ce2b6b02dc27',b'4ce2b6b04f4a1',b'4ce2b6b2a3772',b'4ce2b6b846033',b'4ce2b6b8908e4',b'4ce2b77d794bb',b'4ce2b6b295aa3',b''
b'528',b'Inge de Leeuw',b'programmer',b'Netherlands',b'Female',b'4ce2b818a4b15',b'4ce2b6ae61fec',b'4ce2b6f6c85c4',b'4ce2b6bfdd960',b'4ce2b8bb71533',b'4ce2b7d4298bc',b'4ce2b6b049967',b'4ce2b6b7dafed',b'4ce2b6b8908e4',b'4ce2b6b9caca4',b''
b'568',b'Gonzalo de Lucas',b'academic',b'Spain',b'Male',b'4ce2b6a5074d0',b'4ce2b6a439bc9',b'4ce2b6a44b82c',b'4ce2b6b14aa18',b'4ce2b6bbb8e51',b'4ce2b6b41b31b',b'4ce2b6b9d14d8',b'4ce2b6b34cdda',b'4ce2b7663dc08',b'4ce2b70b25114',b''
b'1047',b'Manoel de Oliveira',b'Director',b'Portugal',b'Male',b'4ce2b6a68bd9d',b'4ce2b6ab03131',b'4ce2b6bbbab86',b'4ce2b72ce97c6',b'4ce2b6ad684f4',b'4ce2b6b9d14d8',b'4ce2b6b0d7f12',b'4ce2b754db651',b'4ce2b6b3291db',b'4ce2b6b94daff',b''
b'1007',b'Jos\xc3\xa9 Mar\xc3\xada de Orbe',b'Director',b'Spain',b'Male',b'4ce2b6a439bc9',b'4ce2b6a6e45a7',b'4ce2b6ae61fec',b'4ce2b6b150b4a',b'4ce2b754d88e2',b'4ce2b6b2deaa5',b'4ce2b6b54abdf',b'4ce2b7786b790',b'4ce2b6b8908e4',b'4ce2b6b94daff',b'I have selected ten of my favourites films as they have made a deep impact on my own view of cinema.\xc2\xa0 Of course there are more films that deserve to be included in this selection but these are the ten most significant for me.'
b'1179',b'Tacita Dean',b'Director',b'UK',b'Female',b'4ce2b6f695fc4',b'4ce2b7a39630e',b'4ce2b8137c327',b'4ce2b73116007',b'4ce2b6be277b6',b'4ce2b6adf17e2',b'4ce2b6a7da289',b'4ce2b6b049967',b'4ce2b6b39ca6f',b'4ce2b7bce9af1',"b'I always cite Providence as my favourite film when asked. It was Alain Resnais\xe2\x80\x99s first film in English and has a perfect script by David Mercer. With an impeccable cast of five principal actors \xe2\x80\x93 John Gielgud, Dirk Bogarde, David Warner, Elaine Stritch and Ellen Burstyn  it deals effortlessly with the problems of enacting the fantasies of a writer\xe2\x80\x99s imagination. It mixes places and time within single sequences to create an uncanny sense of dislocation but its brilliance is its leanness \xe2\x80\x93 not a single moment of excess.Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles is an extraordinary piece of cinema in which the tension is built up over the more than three hours of its duration through the unbearable monotony and domestic repetition in the daily life of the main character, played by Delphine Seyrig. It is rigorous, sparse and brutal and taught me a lot about economy of means and observation.Festen is the only film I ever went to see again immediately. It was radical in what it proposed with the new medium of digital and how it could change cinema and take it in new directions. My argument has always been that film and digital are different mediums and it\xe2\x80\x99s exciting when all that is different about them gets exploited to the full.It has been a long time since I\xe2\x80\x99ve seen Jubilee but I remember it with enormous affection. John Dee and Elizabeth I walking along together in an English garden before encountering the dystopia of punk London\xe2\x80\xa6 Derek Jarman had a very particular vision of England and always made filmmaking feel approachable and possible for anyone, as well as allowing it to be a place for very personal imagination.Un condamn\xc3\xa9 \xc3\xa0 mort s\xe2\x80\x99est \xc3\xa9chapp\xc3\xa9\xe2\x80\x99 is a beautiful black and white film, full of psychological tension without recourse to too much action, and which immediately places you in that great French existential cinematic space which is so salutary and powerful.\nI love Le M\xc3\xa9pris in all its extravagance and indulgences, from the spoken title sequence at the beginning to Delerue\xe2\x80\x99s never-to-be-forgotten score. Bardot, Piccoli and Palance all become the characters they play so convincingly \xe2\x80\x93 superficial, spoilt, stylish but nonetheless monumental \xe2\x80\x93 that it is like watching a Greek tragedy unfold contemporaneously. It is also a film about film.Quince Tree Sun is a film about a painter painting a quince tree in his courtyard in what feels like the suburbs of a Spanish city. I have seen it only once but I remember it very clearly: the fruit hanging from the tree, which, as it ripens, sinks in the frame and frustrates the painter who is methodical in his process. It is a film about observing observation. I remember clearly the soundtrack of incidental urban life shifting gradually until dusk falls and televisions are switched on.Kes is a brilliant and unbearably poignant film, which shocked me when I first saw it at a young age for its realism and the unremitting toughness of Billy\xe2\x80\x99s life. It offers little redemption but is beautifully acted and depicted and showed me a different world, both culturally and cinematically.Close-up was my first experience of Iranian cinema and I loved it: the layers of documentary and intervention as well as the insight into Iranian life and, like the recent film A Separation, into Iranian justice and the Islamic court system. I found it immensely moving and it recalls for me the Fluxus artist Robert Filliou\xe2\x80\x99s premise that \xe2\x80\x98art [in this case \xe2\x80\x98cinema\xe2\x80\x99] is what makes life more interesting than art\xe2\x80\x99.The scene in the park in Blow-up is what I consider to be one of the best evocations of the creative impulse in cinema. David Hemmings grabs his camera on a whim and enters the park. It is a moment that is briefly empty of everything except, but for the wind in the trees, the desire to make photographs. Within this ecstatic narrative emptiness, and of course because of it, he finds something \xe2\x80\x93 in this case, the plot. It is a film about the materiality of a medium, which I hope won\xe2\x80\x99t become incomprehensible to a generation with no experience of the negative and the positive.'"
b'756',b'Brad Deane',b'programmer',b'Canada',b'Male',b'4ce2b69a3415f',b'4ce2b8203c690',b'4ce2b6bce92a0',b'4ce2b6a9c2177',b'4ce2b6ada35e2',b'4ce2b73ce492b',b'4ce2b73f2ec00',b'4ce2b6bd93670',b'4ce2b6b461386',b'4ce2b70b25114',"b'In an attempt to make this process easier I excluded silent films and experimental films, and only included each director once. Of course, this proved useless. In addition to missing Vertov, Gance, von Sternberg, Feuillade, Dovzhenko, Brakhage, Mekas, nine more films by Godard or Bresson, the ten spaces were not enough to include any films by Truffaut, Vigo, Rohmer, Rozier, Rivette, Rossellini, Marker, Mizoguchi, Jia, Tarkovsky or Tarr. But in the end, I somehow still feel comfortable claiming that the ten films I have chosen are the greatest.'"
b'205',b'Peter Debruge',b'critic',b'US',b'Male',b'4ce2b8bdeb6bf',b'4ce2b7c847246',b'4ce2b6b1bc4ee',b'4ce2b6b2d8659',b'4ce2b6b4ead96',b'4ce2b765f258a',b'4ce2b6b5b6382',b'4ce2b6b7568ee',b'4ce2b7c1b7f0d',b'4ce2b6a453c5b',"b'It\xe2\x80\x99s a thrill to be included in the Sight & Sound poll for the first time. A decade ago, while still fresh out of film school, I mocked up a list of what my choices might be, a selection that hewed far closer to the canon. Studying the differences, it\xe2\x80\x99s safe to say it is I, not cinema itself, that has changed the most in the interim. I certainly have less need for the notion of a Platonically perfect film. Instead, each of these entries represents new directions in which the medium has or might still take us.'"
b'962',b'Guillermo del Toro',b'Director',b'Mexico',b'Male',b'4ce2b6b25bb2b',b'4ce2b6a59e27b',b'4ce2b6aa95af5',b'4ce2b6aa9d289',b'4ce2b79d587a4',b'4ce2b7219ffd8',b'4ce2b6b209ea3',b'4ce2b6bbbf1e2',b'4ce2b74e11d41',b'4ce2b6b594796',"b""Frankenstein is a film \xe2\x80\x93 and a tale \xe2\x80\x93 that touches the very essence of what I am and all that I believe in. Whale's superb eye and tonal command are matched by a Karloff performance that manages to transmit both fragility and power.Full of iconic moments of pure cinema, pulp horror, carny noir, perverse melodrama \xe2\x80\x93 Freaks is still unclassifiable after many decades. Still sick, twisted, perverse and profoundly human. Pickled in a jar of bile, it contains Browning's view of the world at its purest.Shadow of the Doubt is one of the perfect Hitchcocks \xe2\x80\x93 the very first true American Gothic he made, and an eerie portrait of the world of the past being transformed by the touch of evil. As quintessentially American as Edward Hopper or Harper Lee.An exquisite engraving of human perversity, Greed is a monumental fable that will continue to influence cinema for decades to come. As modern and brutal today as it was the day it was released. A perfect reflection of the anxiety permeating the passage into the 20th century and the absolute dehumanisation that was to come.Modern Times: ballet, pantomime and absolute command of the cinematic medium. Chaplin manages to entertain and move the audience. In a sense it is the flip side of Murnau\xe2\x80\x99s Sunrise.La Belle et la B\xc3\xaate is the most perfect cinematic fable ever told. After M\xc3\xa9li\xc3\xa8s, only Cocteau has understood that perfect simplicity is required to tell a fairytale \xe2\x80\x93 and that nothing but the power of pure cinema is needed to create awe and wonder.With Goodfellas Scorsese gives birth to the 21st century in one of the most influential films of the last two decades. A movie that can be rewatched endlessly and remain fresh and surprising. Perfect in every aspect, behind and in front of the camera.I am certain that my favourite Bu\xc3\xb1uel is the Mexican period Bu\xc3\xb1uel and of all his films, Los olvidados and El (1953) shine the brightest. His surreal, anarchist spirit cuts the deepest when used against a conventional genre or a commercial constraint. This example of the golden era of Mexican cinema packs a punch, never flinching in depicting innocence suffocating by rules and concrete buildings. Ruthless Dickens as regurgitated by an atheist.Nosferatu is a symphony of fear indeed \xe2\x80\x93 and a symphony of perfect visual storytelling. The hypnotic nature of the film engrosses the audience into a trance. Along with Dreyer\xe2\x80\x99s Vampyr (1932), it\xe2\x80\x99s one of the two pillars for every vampiric film ever made. Whereas Dreyer concerns himself with the spiritual, Murnau's film has a tangible, physical component of corruption that makes evil immediate and real.A true classic has to be both intimate and universal. To speak about cinema through cinema requires a voice unwavering in its passion and purity. 8\xc2\xbd speaks as much about life as it does about art \xe2\x80\x93 and it makes certain to connect both. A portrait of the teller and his craft \xe2\x80\x93 a lustful, sweaty, gluttonous poem to cinema."""
b'789',b'Antonio Delgado',b'programmer',b'Spain',b'Male',b'4ce2b6ee3f46d',b'4ce2b6a68bd9d',b'4ce2b6a7b69f6',b'4ce2b6ad82ff5',b'4ce2b6ae1daad',b'4ce2b6a2a2062',b'4ce2b6b3c5012',b'4ce2b7654f090',b'4ce2b76b0507b',b'4ce2b6b6036b6',"b'The thing about lists is not only that they\xe2\x80\x99re subjective, but that they can also change radically, depending on the moment in which they\xe2\x80\x99re formulated.\n\nOf course it is practically impossible to choose only ten titles from the more than a thousand that I would like to include in the list.\n\nBut so be it\xe2\x80\xa6 some I\xe2\x80\x99ve chosen for more cinematographic reasons, others for more personal reasons - because of a special perception of a particular moment in my life (as you mentioned in your invitation) that matters at this very precise moment that I am formulating the list\xe2\x80\xa6 so here is my selection of ten titles: \n\nIt could have been a completely different list, but this one is composed of very well known films, all of them fascinating for one reason or another.'"
b'354',b'Maria M Delgado',b'academic',b'UK',b'Female',b'4ce2b81b9d18e',b'4ce2b6bfd1ebb',b'4ce2b6ffc05d8',b'4ce2b6a7a801b',b'4ce2b8c7131d7',b'4ce2b6b24f2c6',b'4ce2b76e98a5c',b'4ce2b6a99de5f',b'4ce2b6b8908e4',b'4ce2b6bb09360',"b'These are unashamedly the ten films that have made the most impact on me both intellectually and emotionally. The reasons are varied. The Wizard of Oz was the first film I saw as a child and the first film seen by own son; it\xe2\x80\x99s part of my DNA. Orph\xc3\xa9e and Spirit of the Beehive embody the experiences of exile, persecution and loss that beset my own family in the aftermath of the Spanish Civil War. I adore the formalism of The Headless Woman, the pared-down aesthetic of Tokyo Story, the narrative power of All About My Mother, the street chic of A bout de souffl\xc3\xa9 and the provocative energy of Un chien andalou. And Some Like It Hot just never stops making me laugh.'"
